id,api_output,correctness,true_answer
397,"Thomas Hardy's famous novel is ""Far from the Madding Crowd.""",True,"['Crowd', 'crowd', 'Croud', 'croud']"
398,"The actor who played the part of Ross Poldark in the BBC's mid-1970s television series ""Poldark"" was Robin Ellis.",True,"['Robin Ellis', 'ROBIN ELLIS', 'robin ellis']"
399,"""Holding Back the Years"" was a US No. 1 hit record for the British pop group Simply Red.",True,"['Simply Red', 'Frantic Elevators', 'Simple Red', 'The Frantic Elevators', 'SIMPLY RED', 'frantic elevators', 'simply red', 'simple red']"
400,"Ray Kroc built McDonald's into a world-wide organization. He joined the company in the 1950s and played a crucial role in its expansion and franchising, turning it into one of the most recognizable fast-food chains globally.",True,"['Speedee', ""McDonald's"", ""McDonald's Corporation"", 'McD', ""McDonald's Corp"", 'McDo', 'Yum Chums', ""Mcdonald's Corp."", 'double beef and bacon', 'mcd', ""Mickey-D's"", 'McDonald’s', 'mcdonalds com', 'criticism of mcdonald s', 'mcdonalds corp', ""Mackey D's"", 'mchappy day', 'Mc Donalds', ""Macca's"", 'macdonald s', 'McDonalds', 'Double Beef and Bacon', ""Placcy D's"", 'Mc donalds', ""Macky d's"", 'mcdonald s corporation', ""Mc Donald's"", 'macky d', 'macdonalds', ""The McDonald's Corporation"", 'micky d s', 'mcdonalds s', 'McDonalds.com', 'Mcdonalds Corp', ""Maccy d's"", ""List of assets owned by McDonald's"", 'MacDoh', ""Hankook McDonald's"", 'mcdonald s corp', 'mcdonalds', 'Der Schotte', 'mcdonalds restaurants', 'McDonalds Restaurants', 'McDonalds Corporation', 'Mckinley mac', 'maccas', 'mckinley mac', 'salads plus', ""Placcy-D's"", 'hankook mcdonald s', ""McDonalds's"", 'mcdonald s restaurant', 'mickey d', ""McDonald/'s Corporation"", ""Micky D's"", 'mac donalds', 'global impact of mcdonald s', 'mcdonald s restaurants', 'yum chums', 'mcdankee s', 'aboutmcdonalds com', 'Mickey d', 'mackey d s', ""McDonald's restaurants"", ""Criticism of McDonald's"", ""McDankee's"", 'mcdonald s', 'mc donald s', ""McDonald's/Archive 1"", ""Global impact of McDonald's"", ""McDonald's Drive-In"", ""McDonald's Restaraunt"", 'list of assets owned by mcdonald s', ""McDonald's Restaurant"", 'QSCV', ""McDonald's Singapore"", 'Mcmichigan.com', 'Mc.donalds', 'placcy d s', 'mc donalds', 'mcdonald s hamburgers', ""MacDonald's"", 'mcd s', ""Mcdonald's corporation"", 'Mcdonalds', 'Mac Donalds', 'MdDonalds', 'mcmichigan com', 'Aboutmcdonalds.com', 'Micky Ds', 'We love to see you smile', 'Salads Plus', 'McDonald’s Corporation', 'mcdo', 'Maccas', ""McDonald's Hamburgers"", 'MankDonalds', 'Mcdo', ""Criticisms of McDonald's"", 'mickey d s', 'mcdonald s singapore', 'McDonals', ""McDonald's Restaurants"", 'criticisms of mcdonald s', 'der schotte', ""McDonald's Corp."", ""Macdonald's"", 'macdoh', 'mcdonald s archive 1', 'mddonalds', ""McD's"", ""Mackey-D's"", 'mankdonalds', 'we love to see you smile', 'mcdonalds corporation', 'mcdonald s drive in', 'macky d s', 'speedee', 'MacDonalds', 'Macky d', 'micky ds', 'qscv', 'mcdonald s restaraunt', ""Mcdonald's"", 'macca s', 'Mcdonalds Corporation', 'mcdonals', 'McHappy Day', ""Mickey D's"", 'maccy d s']"
401,"The kilt is traditionally associated with Scotland and is considered a symbol of Scottish heritage and culture. While similar garments have existed in various forms in other cultures, the modern kilt as we know it today was developed in Scotland in the 16th century. Therefore, Scotland is the nation that is credited with the invention of the kilt.",False,"['Ireland', 'Ireland', 'Irland', 'irlandia', 'Ireland Ulster', 'HÉireann', 'Island Ireland', 'Symbol of Ireland', 'irelander', 'ierne placename', 'island of ireland', 'Mikra Britannia', 'Irelanders', 'ireland region', 'airlann', 'mikra britannia', 'Ireland (region)', 'Irlanda', 'Auld Sod', 'Irelander', 'Ireland and Ulster', 'Scotia major', 'erin s isle', 'ireland and ulster', 'Airlann', 'irelanders', 'airlan', 'ireland island', 'Ierne (placename)', 'Population of Ireland', 'irlanda', 'IRELAND', 'auld sod', 'héireann', 'scotia major', 'island ireland', 'ireland', 'West Coast of Ireland', 'irland', 'ireland ulster', 'Irlandia', 'west coast of ireland', 'symbol of ireland', 'Ireland (island)', 'population of ireland', ""Erin's Isle"", 'Ireland (Island)', 'Airlan', 'Island ireland', 'The island of Ireland', 'Island of Ireland']"
402,"The organization that uses barbed wire and a candle as its symbol is the **International Campaign to Ban Landmines (ICBL)**. The barbed wire represents the dangers and barriers created by landmines, while the candle symbolizes hope and the desire for a world free of these weapons. The ICBL is a coalition of non-governmental organizations that advocates for the prohibition of landmines and supports the rights of landmine victims.",False,"['Amnesty International', 'International Secretariat of Amnesty International', 'Appeal for Amnesty', 'amnesty international', 'Appeal for Amnesty, 1961', 'appeal for amnesty', 'international amnesty', 'International Amnesty', 'Amnesty International UK', 'Amnesty.org', 'Protect the Human', 'international secretariat of amnesty international', 'Amnesty international', 'amnesty org', 'appeal for amnesty 1961', 'amnesty international uk', 'protect human', 'AMNESTY INTERNATIONAL']"
403,‘Be the best’ is the official motto of the British Army.,True,"['Army', 'Ground units', 'Vast armies', 'army', 'land force', 'land forces', 'Armies', 'Ground formations', 'Army history', 'ground forces', 'Land forces', 'armies', 'Land Force', 'army history', 'Ground Forces', 'History of the Army', 'land army', 'history of army', 'vast armies', 'Land force', 'ground formations', 'Land Army', 'ground formation', 'Ground formation', 'ground units', 'Ground forces']"
404,"In the 1976 UK TV series ""I, Claudius,"" the role of Caligula was played by actor John Hurt.",True,"['John Hurt', 'John Hurt', 'John Vincent Hurt', 'derbyshire john hurt', 'john vincent hurt', 'john v hurt', 'Derbyshire John Hurt', 'John V. Hurt', 'john hurt']"
405,The Sinai Peninsula is part of Egypt.,True,"['Egypt', 'Gift of the Nile', 'Kemmet', 'gift of nile', 'Arab Republic of Egypt', 'Eygpt', 'r egypt', 'etymology of egypt', 'egipt', 'name of egypt', 'eypt', 'republic of eygpt', 'eygpt', 'جمهوريّة مصرالعربيّة', 'jumhuriyat misr al arabiyah', ""Jumhuriyat Misr al'Arabiyah"", 'egyptian republic', 'arab republic of egypt', 'Eypt', 'Egipto', 'Etymology of Egypt', 'Egypte', 'egipto', 'egypt', 'egypt info', 'national identity of egyptians', 'Name of Egypt', 'A .R . EGYPT', 'A .R . Egypt', 'Republic of Eygpt', 'Égypte', 'Egypt info', 'ejipt', 'Names of Egypt', 'kimet', 'Kimet', 'Egypt (name)', 'eytp', 'A.R. Egypt', 'EGY', 'names of egypt', 'مصر', 'The Arab Republic of Egypt', 'National identity of Egyptians', 'egypt name', 'Arab Republic Of Egypt', 'Egyptian Republic', 'iso 3166 1 eg', 'égypte', 'egypte', 'egy', 'Miṣr', 'Eytp', 'second egyptian republic', 'miṣr', 'ISO 3166-1:EG', 'kemmet', 'Egipt', 'جمهورية مصرالعربية', 'Ejipt', 'Second Egyptian Republic']"
406,Sheikh Hamad bin Isa Al Khalifa is the reigning monarch of Bahrain.,True,"['Bahrain', ""Bahrain's"", 'Bahrein', 'Bahrain Islands', 'bahrain islands', 'al bahrayn', 'Etymology of Bahrain', 'Dawlat al-Bahrain', 'Bahrain/Geography', 'مملكة البحرين', 'Emirate of Bahrain', 'Bahrein Islands', 'bahrain s', 'Barhain', 'mamlakat al baḥrayn', 'ISO 3166-1:BH', 'Bahrain islands', 'Al-Bahrayn', 'Kingdom of Bahrain', 'bahrein islands', 'asia bahrain', 'Asia/Bahrain', 'Bahrayn', 'BAHRAIN', 'Bahraih', 'barhain', 'bahrain', 'emirate of bahrain', 'البحرين', 'kingdom of bahrain', 'bahrayn', 'bahrain geography', 'Mamlakat al-Baḥrayn', 'iso 3166 1 bh', 'etymology of bahrain', '1923 Sitrah Outrage', 'dawlat al bahrain', 'Languages of Bahrain', '1923 sitrah outrage', 'languages of bahrain', 'bahraih', 'Al-Baḥrayn', 'al baḥrayn', 'bahrein']"
407,"Saratoga and Yorktown are significant sites in American Revolutionary War history. 

1. **Saratoga**: The Battles of Saratoga in 1777 marked a turning point in the war, leading to the defeat of British General John Burgoyne's army. This American victory convinced France to enter the war as an ally of the American colonies.

2. **Yorktown**: The Siege of Yorktown in 1781 resulted in the defeat of British General Cornwallis's army. This decisive victory by American and French forces effectively ended major military operations in the war and led to negotiations that resulted in the Treaty of Paris in 1783.

In summary, Saratoga is associated with the defeat of British forces under General Burgoyne, and Yorktown is associated with the defeat of British forces under General Cornwallis.",True,"['British', 'British', 'brittish', 'british language disambiguation', 'Brittish', 'british language', 'pretannic', 'Britsih', 'britsih', 'Great British', 'british disambiguation', 'British (disambiguation)', 'British (language)', 'British language (disambiguation)', 'british', 'great british', 'Pretannic']"
408,"In the 1930s, the first player to win all four tennis Grand Slam titles in a single calendar year was Don Budge. He achieved this remarkable feat in 1938, becoming the first man to accomplish a Grand Slam in tennis history.",False,"['Fred Perry', 'Fred J. Perry', 'frederick john perry', 'fred perry', 'fred j perry', 'Frederick John Perry']"
409,The character 'Fitz' in the TV series 'Cracker' was played by actor Robbie Coltrane.,True,"['Robbie Coltrane', 'robbie coltraine', 'Robert Coltrane', 'Anthony McMillan', 'Robbie Coltraine', 'anthony mcmillan', 'anthony r mcmillan', 'robbie coltrane', 'anthony robert mcmillan', 'robert coltrane', 'Anthony R. McMillan', 'Anthony Robert McMillan']"
410,"The 2016 Summer Olympics were hosted by Rio de Janeiro, Brazil.",True,"['Río de Janeiro, Brazil', 'Rio de Janeiro', 'Rio de Janeiro, Brazil', 'Rio de Janeiro, RJ', 'River of January', 'january river', 'Rio de Janerio', 'rio de janeiro rj', 'rio de janiero brazil', 'Rio, Brazil', 'rio brazil', 'río de jeneiro', 'brrio', 'rio de janeiro', 'BRRIO', 'Sao Sebastiao do Rio de Janeiro', 'Rio de Janeiro City', 'un locode brrio', 'rio de jainero', 'Rio De Janeiro, Brazil', 'rio de janeiro brazil', 'January River', 'rio de janero', 'Rio de Janeiro (city)', 'Rio de Janiero, Brazil', 'são sebastião do rio de janeiro', 'Rio de Janeiro (Brazil)', 'Rio De Janiero', 'Rio de janerio', 'Rio De Janeiro', 'São Sebastião do Rio de Janeiro', 'Rio de Janero', 'sao sebastiao do rio de janeiro', 'río de janeiro', 'rio de janeiro city', 'Rio Janeiro', 'The Marvelous City', 'Rio de janeiro', 'Rio de Janeiro city', 'R Janeiro', 'river of january', 'r janeiro', 'rio janeiro', 'rio de janiero', 'Río de Janeiro', 'rio de janerio', 'rio di janeiro', 'R. Janeiro', 'Rio di Janeiro', 'Rio-de-Janeiro', 'Rio de Janiero', 'Río de Jeneiro', 'rio de janeiro rio de janeiro', 'UN/LOCODE:BRRIO', 'Rio de janero', 'río de janeiro brazil', 'Rio de Jainero', 'marvelous city', 'Rio de Janeiro, Rio de Janeiro']"
411,"The fragrant essential oil obtained chiefly from the Damask Rose is called ""rose oil."" It is often specifically referred to as ""rose otto"" when it is extracted through steam distillation, and ""rose absolute"" when it is extracted using solvent methods. Rose oil is highly valued for its fragrance and is commonly used in perfumes, cosmetics, and aromatherapy.",False,"['Attar', 'Attoor (disambiguation)', 'attâr', 'Attar (disambiguation)', 'Attoor', 'attār', 'attar', 'attar disambiguation', 'Attār', 'attoor disambiguation', 'Attâr', 'attoor']"
412,"In 1961, the song ""Cupid"" was a top ten hit in the UK for the group The Four Seasons.",False,"['Sam Cooke', 'I Thank God', 'Dale Cook (singer)', 'dale cook singer', 'Bertha Franklin', 'i thank god', 'sam cooke', 'bertha franklin']"
413,The painting 'The Laughing Cavalier' was created by the Dutch artist Frans Hals in 1624. It is one of his most famous works and is known for its vibrant colors and lively expression.,True,"['Frans Hals', 'Frans Hals', 'franz hals', 'frans hals', 'Franz Hals']"
414,Poopdeck Pappy is the father of Popeye the Sailor.,True,"['Thimble Theatre', 'Popeye the Sailor', 'Popeye', 'Pop Eye', 'Popeye (upcoming film)', 'thimble theater', 'popeye 2014 film', 'popeye sailorman', 'Popeye the sailor man', 'Popeye (2014 film)', 'popeye sailor man', 'popeye sailor', 'Popeye the Sailor Man', 'Thimble Theater', 'Popeye (2016 film)', 'Popeye The Sailor', 'thimble theatre', 'The Popeye and Olive Oyl Show', 'Jack Mercer (sailor)', 'popeye 2016 film', 'popeye upcoming film', 'Popeye Cigarettes', 'jack mercer sailor', 'popeye cigarettes', 'popeye 2015 film', 'Popeye (2015 film)', 'The Thimble Theatre', 'popeye and olive oyl show', 'popeye', 'pop eye', 'Popeye the Sailorman']"
415,"John Wayne's last film was ""The Shootist,"" released in 1976. In this film, he played the role of J.B. Books, a dying gunfighter who confronts his past and his impending death. It was a poignant role for Wayne, as it mirrored his own battle with cancer at the time.",True,"['The Shootist', 'Shootist', 'shootist']"
416,"The slogan ""Vorsprung Durch Technik"" is associated with the German car manufacturer Audi. The phrase translates to ""Advancement Through Technology"" in English and reflects Audi's focus on innovation and engineering excellence.",True,"['Audi Automobilwerke GmbH', 'AUDI', 'Audi', 'Audi Sport', 'Audi AG', 'AuDi', 'AuDI', 'AudI', 'AUDi', 'audi automobilwerke gmbh', 'audi q1', 'AUdi', 'Audi Aktien-Gesellschaft', 'Audi Q6', 'audi ag', 'Audi Q1', 'audi', 'audi aktien gesellschaft', 'audi q6', 'audi sport']"
417,"The Gilbert and Sullivan operetta subtitled ""The Witches' Curse"" is ""Ruddigore.""",True,"['Ruddigore', 'Ruddigore', 'Ruddygore', 'Ruddygore', ""Ruddigore, The Witch's Curse"", 'Rudigore', 'rudigore', 'ruddygore', 'RUDDIGORE', 'ruddigore witch s curse', 'ruddigore']"
418,"Timothy Q. Mouse, Mr. Stork, and Jim Crow are all characters in the Disney film ""Dumbo.""",True,"['Mrs. Jumbo', 'When I See an Elephant Fly', 'Dumbo', 'Dumbo', 'Dumbo II', 'Casey Junior', 'Helen Aberson', 'casey junior', 'Dumbo (character)', 'timothy q mouse', 'Dumbo (film)', 'Dumbo (movie)', 'dumbo character', 'timothy mouse', 'Dumbo the Elephant', 'mrs jumbo', 'Timothy the Mouse', 'dumbo flying elephant and timothy mouse', 'dumbo elephant', 'when i see elephant fly', 'dumbo film', 'dumbo ii', 'Timothy Q. Mouse', 'dumbo', 'dumbo movie', 'Dumbo the Flying Elephant and Timothy the Mouse', 'helen aberson']"
419,"Rowland Macy established ""R. H. Macy & Company"" in New York City. The store remained on the same site for nearly forty years.",True,"['New York', 'New York', 'Estado Nueva York', 'Nueva York (estado)', 'N.Y.', 'State of N. Y.', '11th state', 'New York, U.S.', 'New york population', 'Ny', 'New York (U.S. state)', 'State of N Y', 'n y state', 'new york s', 'NY', 'Estado de Nueva York', 'N.Y. state', 'Nýja-Jórvík', 'state of n y', 'n y', 'new york state s', 'N. Y. state', 'New york', 'N.Y. (state)', 'new york population', 'N. Y. (state)', 'new york', 'New Yourk State', 'new york u s state', 'ny', 'state of new york', 'NY (state)', 'NY (U.S. state)', 'N Y (state)', 'State of new york', 'nýja jórvík', 'Religion in New York', 'new york state', 'The State of New York', 'New York (State)', 'ny u s state', 'State of New York', 'Eleventh State', 'NewYork', 'N Y (U.S. state)', 'New York (state)', 'New York State', 'New York state', 'estado de nueva york', 'NEW YORK', 'Nyja-Jorvik', 'N Y', 'ny state', 'US-NY', 'New york state', 'The state of N.Y.', 'The state of NY', 'U.S. state of New York', 'nova york', 'New-York', 'State of NY', 'Nova York', 'new york usa state', 'state of ny', 'New York, U.S.A', 'New Yrok', 'n y u s state', 'state new york', 'new yrok', 'religion in new york', 'us ny', 'nys', 'NYS', 'Newyork', 'State of new yourk', 'u s state of new york', 'N.Y. (U.S. state)', 'New York (U.S. state', 'estado nueva york', 'N. Y. (U.S. state)', 'new york us', 'us state of new york', 'State New York', 'nyja jorvik', 'neo york', ""New York's"", 'eleventh state', 'N. Y.', 'nueva york estado', 'state of new yourk', 'State of N.Y.', 'The state of N Y', 'newyork', 'New York (USA state)', 'NY state', '11th State', 'New York, US', 'new yourk state', 'N Y state', 'new york u s', 'Neo York', 'US state of New York', 'new yourk', 'The state of N. Y.', ""New York State's"", 'New York (USA State)', 'New Yourk']"
420,Zola Budd and Mary Decker famously collided in the women's 3000 meters race at the 1984 Olympics in Los Angeles.,False,"['3000 metres', '3000 distance', 'three thousand  distance', 'three thousand distance']"
421,"In the novel ""The Count of Monte Cristo"" by Alexandre Dumas, the Count of Monte Cristo, originally named Edmond Dantès, is imprisoned in the Château d'If. This fortress prison is located on an island off the coast of Marseille, France.",True,"[""Château d'If"", 'Isle of If', ""Castle d'If"", 'chateau d if', 'If (island)', ""Chateau d'if"", 'château d if', ""Château d'if"", 'castle d if', 'isle of if', 'if island', ""Chateau d'If"", ""Chateau D'If""]"
422,The only element from the group known as the Halogens that is liquid at room temperature is bromine (Br).,True,"['Bromine', 'bromine sources', 'bromine vapor', 'reactive bromine', 'Element 35', 'Reactive bromine', 'Bromeen', 'Dibromine', 'dibromine', 'Hydrocarbons, brominated', 'Brominated', 'Bromine sources', 'bromine compounds', 'Bromine uses', 'Bromine compounds', 'Bromine gas', 'BROMINE', 'bromeen', 'bromine', 'brominated', 'bromine uses', 'Bromine vapor', 'element 35', 'bromine gas', 'hydrocarbons brominated']"
423,"The 1962 ecological classic written by Rachel Carson is ""Silent Spring."" This book is credited with advancing the global environmental movement and raising awareness about the dangers of pesticide use and its impact on the environment.",True,"['Silent Spring', 'The Silent Spring', 'Slient spring', 'slient spring', 'Silent spring', 'silent spring']"
424,"Aberdeen in Scotland is known as the ""Granite City."" This nickname comes from the extensive use of grey granite in the city's architecture and buildings.",True,"['Granite', 'granite blocks', 'Hammer granite', 'granite', 'granites', 'Granitic', 'porphyritic granite', 'granite block', 'Magmatic theory', 'granitization theory', 'Granite biotite', 'Granitization theory', 'granitization', 'granite biotite', 'Pink granite', 'magmatic theory', 'pink granite', 'hammer granite', 'Granitization', 'granitic', 'Granite blocks', 'Granites', 'Porphyritic granite', 'Granite block']"
425,"""Getting to Know You"" is a song from the musical film ""The King and I,"" which was released in 1956. The film is based on the Rodgers and Hammerstein stage musical of the same name.",True,"['The King and I', 'King and I', 'The King and I (musical)', 'tuptim', 'THE KING AND I', 'The King & I', 'The King And I', 'King and i', 'king and i musical', 'king and i', 'king i', 'Tuptim', 'King & i']"
426,"Stella Rimington was the first female head of MI5, the United Kingdom's domestic intelligence service. She served as Director General from 1992 to 1996.",True,"['British Security Service', 'The Security Service', 'Security Service (MI5)', 'MI5', 'Security Service (United Kingdom)', 'military intelligence section 5', 'british security service', 'security service mi5', 'mi5', 'united kingdom security service', 'uk security service', 'mi5 officer', 'security service united kingdom of great britain and northern ireland', 'Mi5', 'SyS', 'Security Service (United Kingdom of Great Britain and Northern Ireland)', 'british counterintelligence directorate', 'United Kingdom Security Service', 'London Reception Centre', 'MI5 officer', 'Military Intelligence Section 5', 'Military Intelligence, Section 5', 'london reception centre', 'MI 5', 'security service', 'mi 5', 'MI Five', 'sys', 'mi five', 'security service united kingdom', 'UK Security Service', 'British Counterintelligence Directorate']"
427,"The composer known for the works ""Danse Macabre"" and ""Symphony No. 3"" (often referred to as the ""Organ Symphony"") is Camille Saint-Saëns.",True,"['Charles Camille Saint-Saëns', 'Charles Camille Saint-Saëns', 'Charles-Camille Saint-Saëns', 'Charles-Camille Saint-Saëns', 'Saint-Saëns', 'Saint-Saëns', 'Camille Saint-Saëns', 'Camille Saint-Saëns', 'Camille Saint-Saēns', 'Saint-saens', 'camille saint saëns', 'Camille Saint-Saeens', 'saint saen', 'camille saint saeens', 'Camile Saint-Saens', 'Charles Camille Saint Saens', 'charles saint saens', 'Charles-Camille Saint-Saens', 'Charles Camille Saint Saëns', 'Charles Saint-Saens', 'camille saint säens', 'Saint Saens', 'charles camille saint saëns', 'camile saint saens', 'camille saint saens', 'Saint-Saens', 'Camille Saint-Saéns', 'camille saint saēns', 'camille saint saéns', 'Charles Camille Saint-Saens', 'Saint Saen', 'Saint seans', 'Camille Saint-Saens', 'Camille Saint-Säens', 'charles camille saint saens', 'Saint Saëns', 'Camille Saint Saens', 'Camille Saint Saëns', 'saint saëns', 'saint seans', 'saint saens']"
428,"The albums 'Raintown', 'Fellow Hoodlums', and 'Homesick' were recorded by the Scottish band Deacon Blue.",True,"['Deacon Blue', 'Deacon Blue', 'Deacon Blue', 'deacon blue']"
429,"Feugo (Spanish), Yangin (Turkish), Brand (Dutch), and Pozar (Polish) all mean ""fire.""",True,"['Fire', 'fire damage', 'causes of fire', 'Firetending', '🔥', 'Alight', 'Causes of fire', 'fires', 'open flame', 'alight', 'A fire', 'Fires', 'firetending', 'Open flame', 'Fire damage', 'fire']"
430,"A truffle is a type of fungus, specifically belonging to the genus Tuber. Truffles are classified as mycorrhizal fungi, which means they form a symbiotic relationship with the roots of certain trees. They grow underground and are known for their distinctive aroma and flavor, making them highly sought after in culinary applications. Truffles are typically found in association with specific tree species, such as oak, hazelnut, and beech, and they rely on animals to help disperse their spores.",True,"['Fungi', 'mycota', 'mycete', 'Fungal growth', 'Mycota', 'fungal proteins', 'Funghi', 'Eumycetes', 'fungus', 'Fungus', 'antigens fungal', 'Mycetes', 'Fugus', 'Antibodies, fungal', 'funghi', 'Fungus kingdom', 'fungal development', 'eumycota', 'Fungii', 'fungis', 'fugus', 'Mycete', 'Mycetae', 'fungi kingdom', 'Fungus Plants', 'Fungal development', 'kingdom fungi', 'Fungal proteins', 'fungus kingdom', 'sexuality of fungi', 'fungal', 'fungi', 'mycetes', 'Fungal', 'mycetae', 'fungii', 'Antigens, fungal', 'Sexuality of fungi', 'fungus plants', 'Fungis', 'multicellular fungi', 'eumycetes', 'Multicellular fungi', 'Eumycota', 'Fungi kingdom', 'Kingdom fungi', 'fungal growth', 'antibodies fungal']"
431,"The year you are looking for is 1989. Hirohito, the Emperor of Japan, died in January 1989, the Exxon Valdez oil spill occurred in March 1989, and the Loma Prieta earthquake struck San Francisco in October 1989.",True,"['1989', '1989', '1989', '1989', 'one thousand nine hundred and eighty nine', 'one thousand, nine hundred and eighty-nine']"
432,"Apart from English, the official language of Canada is French.",True,"['French', 'French', 'French', 'French', 'Frenchness', 'frenchness', 'français', 'french', 'Francaise', 'Français', 'francaise', 'francais', 'frrench', 'Frrench', 'French (disambiguation)', 'Francais', 'french disambiguation', 'The French']"
433,"Petra is located in southern Jordan. It is renowned for its rock-cut architecture and water conduit system, and it was established as the capital of the Nabataean Kingdom around 100 BC. Petra was designated a UNESCO World Heritage Site in 1985 and is one of the most famous archaeological sites in the world.",True,"['Jordan', 'Jordan', 'Jordan', 'Al-Urdunn', 'al urdunn', 'jordan', 'Urdun', 'jordan country', 'al mamlakah al', 'Languages of Jordan', 'Kingdom of Jordan', 'أردنّ', 'h k of jordan', 'Al-Mamlakah al', 'Administrative divisions of Jordan', ""Al-'Urdun"", 'Jordanian Kingdom', 'JOrdan', 'Kingdom of the Jordan', 'urdunn', 'HKJ', 'iso 3166 1 jo', 'ottoman jordon', 'al urdun', 'Hashemite Kingdom of the Jordan', 'administrative divisions of jordan', 'Jordanie', 'The Hashemite Kingdom of Jordan', 'H.K of Jordan', 'hashemite kingdom of jordan', 'hashemite kingdom of transjordan', 'hkj', 'Etymology of Jordan', 'Al-Urdun', 'jordanie', 'etymology of jordan', 'languages of jordan', 'Jordan (country)', 'jordanian kingdom', 'urdun', 'Urdunn', 'kingdom of jordan', 'state of jordan', 'Ottoman Jordon', 'Hashemite Kingdom of Transjordan', 'المملكة الأردنّيّة الهاشميّة', 'الأردن', 'State of Jordan', 'ISO 3166-1:JO', 'Hashemite Kingdom of Jordan']"
434,"The highest mountain in North America, Denali (formerly known as Mount McKinley), is part of the Alaska Range.",True,"['Alaska Range', 'alaskan mountains', 'alaska range', 'Alaska range', 'Alaskan mountains']"
435,"The famous woman in history who had a cottage in Shottery, Warwickshire, is Anne Hathaway. She was the wife of William Shakespeare, and her family home, known as Anne Hathaway's Cottage, is a popular tourist attraction today. The cottage is a beautiful example of a traditional English cottage and is surrounded by picturesque gardens.",True,"['Anne Hathaway', 'Anne Hathaway', 'anne hathaway filmography', 'Anne Hathaway (actress)', 'anne jacqueline hathaway', 'Adam Shulman', 'Anne Hathaway (actor)', 'anne hathaway', 'adam shulman', 'Anne Jacqueline Hathaway', 'Hathaway effect', 'Anne hathaway', 'The Hathaway effect', 'anne hathaway actress', 'Anne Hathaway filmography', 'hathaway effect', 'annie hathaway', 'Anne hathaway (actress)', 'anne hathaway actor', 'Annie Hathaway', 'The hathaway effect']"
436,La Brabanconne is the national anthem of Belgium.,True,"['Belgian', 'Belgium', 'Belgium', 'Beljum', 'quebec of europe', 'belguim', 'Belgique', 'Konigreich Belgien', 'belgian', 'Belguim', 'königreich belgien', 'Blegium', 'beljam', 'Koenigreich Belgien', 'belgium', 'Koninkrijk Belgie', 'People of Belgium', 'cockpit of europe', 'belgië', 'administrative divisions of belgium', 'belgum', 'beldjike', 'blegium', 'Kingdom of the Belgians', 'Belgum', 'konigreich belgien', 'Belgium/Belgie', 'Kingdom of Belgium', 'Kingdom Of Belgium', 'iso 3166 1 be', 'Belgien', 'belgien', 'Beljam', 'belgium belgie', 'kingdom of belgium', 'belgique', 'Koninkrijk België', 'begium', 'kingdom of belgians', 'koninkrijk belgie', 'Belgium/facts', 'belgio', 'koninkrijk belgië', 'people of belgium', 'Beldjike', 'koenigreich belgien', 'belgium facts', 'Belgie', 'ISO 3166-1:BE', 'beljum', 'Königreich Belgien', 'Belgio', 'Cockpit of Europe', 'Beligum', 'belgie', 'België', 'The Quebec of Europe', 'royaume de belgique', 'Begium', 'Belgium facts', 'Administrative divisions of Belgium', 'Royaume de Belgique', 'beligum']"
437,"The European Court of Human Rights is located in Strasbourg, France.",True,"['France', 'France', 'People of France', 'la république francaise', 'republique francaise', 'Republique française', 'le france', 'Fracne', 'France (country)', 'Etymology of France', 'Rain in France', 'Franciaország', 'République française', 'Ranska', 'république française', 'FRANCE', 'ISO 3166-1:FR', 'Climate of France', 'La République française', 'FRance', 'france country', 'frakkland', 'france', 'Republic of france', 'fracne', 'ranska', 'The French Republic', 'Frankreich', 'etymology of france', 'people of france', 'Franse', 'Frakkland', 'climate of france', 'rain in france', 'Belle France', 'franciaorszag', 'iso 3166 1 fr', 'french republic', 'republique française', 'republic of france', 'FrancE', 'franse', 'République francaise', 'French Republic', 'La République francaise', 'la france', 'La Republique française', 'la republique française', 'Republique francaise', 'belle france', 'la republique francaise', 'frankreich', 'Republic of France', 'La Republique francaise', 'Franciaorszag', 'The Republic of France', 'république francaise', 'franciaország', 'La France', 'Le France', 'la république française']"
438,Human-rights lawyer Amal Alamuddin became engaged to actor George Clooney in April 2014.,True,"['George Clooney', 'Max (pig)', 'goerge clooney', 'George Timothy Clooney', 'george clooney', 'List of George Clooney awards and nominations', 'list of george clooney awards and nominations', 'George T. Clooney', 'George Klooney', 'george cloony', 'Goerge Clooney', 'george timothy clooney', 'Clooney, George', 'George timothy clooney', 'The Challenge (2011 film)', 'George clooney', 'george t clooney', 'challenge 2011 film', 'clooney george', 'George Cloony', 'max pig', 'George T Clooney', 'george klooney']"
439,Ecuador shares a border with Peru and Colombia.,True,"['República de Colombia', 'Colombia', 'Colombia', 'Colombia', 'Republic of Colombia', 'república de colombia', 'colombia', 'republic of colombia', 'Etymology of Colombia', 'Republica de Colombia', 'colombiá', 'etymology of colombia', 'iso 3166 1 co', 'Name of Colombia', 'name of colombia', 'Republic of Columbia', 'republica de colombia', 'Colombiá', 'republic of columbia', 'The Republic of Colombia', 'ISO 3166-1:CO']"
